id,question,answer,requires_supplemental,relevant_passages
9-9.6-q2,"Read *Stevens v. State*, 691 N.E.2d 412 (1997). Why did the Indiana Supreme Court affirm the lower court’s decision to refuse a jury instruction on voluntary manslaughter in this case? The case is available at this link: [http://scholar.google.com/scholar\_case?case=1747625552972024733&q= stevens+v.+state+691+ne2d+412&hl=en&as\_sdt=2002&as\_vis=1](http://scholar.google.com/scholar_case?case=1747625552972024733&q=stevens+v.+state+691+ne2d+412&hl=en&as_sdt=2002&as_vis=1).","The Indiana Supreme Court held that a jury instruction on voluntary manslaughter was inappropriate because a reasonable person would not be provoked by words alone. In this case, a ten-year-old boy threatened to expose sexual molestation by the defendant, who was twenty years old. The Court held that this threat was not **adequate provocation**.",True,['9-9.6' '9-9.6-q2-supp-1']
9-9.6-q3,"Read *Tripp v. State*, 374 A.2d 384 (1977). In this case, the defendant killed his ex-girlfriend, her mother, her niece, and her son. Did the Maryland Court of Appeals hold that *the victim* must be the source of adequate provocation in a voluntary manslaughter case? The case is available at this link: <http://scholar.google.com/scholar_case?case=17743318345966072534&hl=en&as_sdt=2002&as_vis=1>.",The Maryland Court of Appeals held that *the victim* must be the source of the adequate provocation in a voluntary manslaughter case. Thus the defendant could not claim voluntary manslaughter when he killed his ex-girlfriend’s family members because he was provoked only *by her*.,True,['9-9.6' '9-9.6-q3-supp-1']
9-9.6-q4,"Read *Walker v. Superior Court*, 47 Cal.3d 112 (1988). What was the basis for the involuntary manslaughter charge against the defendant in this case? Did the California Supreme Court uphold this charge? The case is available at this link: <http://scholar.google.com/scholar_case?case=11713950418773441100&hl=en&as_sdt=2&as_vis=1&oi=scholarr>.","The defendant was charged with involuntary manslaughter because she treated her daughter’s meningitis with prayer, rather than obtaining medical care. The California Supreme Court upheld the involuntary manslaughter charge, in spite of the First Amendment **free exercise clause** and the Fourteenth Amendment **due process clause**.",True,['9-9.6' '9-9.6-q4-supp-1']
10-10.4-q1,"Coby is in the process of robbing a bank. When a security guard threatens to shoot Coby, he grabs a customer in the bank and holds a knife to her throat. Coby thereafter demands a getaway vehicle and fifty thousand dollars in cash in exchange for the hostage’s release. Has Coby committed **kidnapping** in this case? Why or why not?","If Coby’s state does not require **asportation** for kidnapping when the kidnapping is for ransom, then Coby has probably committed kidnapping. He confined a victim against her will with the purpose of committing another offense (theft) and demanded a ransom, which are all the elements of kidnapping.",False,['10-10.4']
10-10.4-q2,"Read *State v. Salaman*, 949 A.2d 1092 (2008). In *Salaman*, the defendant grabbed the victim, pinned her to the stairs for five minutes, punched her in the face, and violently stuck his fingers down her throat. He was thereafter convicted of second-degree kidnapping and appealed, claiming his restraint of the victim was merely **incidental** to the crime of assault. In Connecticut, the state where the offense occurred, the kidnapping criminal act is restraint with the specific intent to prevent the victim’s liberation. Connecticut also had case precedent holding that restraint that is incidental to the commission of a separate offense is still kidnapping. Did the Supreme Court of Connecticut uphold the defendant’s conviction? The case is available at this link: [http://scholar.google.com/scholar\_case?case=13933358391504195031&q= kidnapping&hl=en&as\_sdt=2,5&as\_ylo=2008](http://scholar.google.com/scholar_case?case=13933358391504195031&q=kidnapping&hl=en&as_sdt=2,5&as_ylo=2008).","The Connecticut Supreme Court rejected precedent and *changed the rule* that an act of kidnapping could be incidental to the commission of a separate offense. Thereafter, the court ordered a new trial on the kidnapping charge, although it surmised that a jury could reasonably find the defendant guilty of kidnapping separate from the assault.",True,['10-10.4' '10-10.4-q2-supp-1']
10-10.4-q3,"Read *Commonwealth v. Rivera*, 828 A.2d 1094 (2003). In *Rivera*, the defendant, who had a court order depriving him of custody, forcibly removed his daughter from her day care and drove around with her in his car, frequently calling and terrorizing the child’s mother. The defendant’s daughter disappeared, and the defendant was later convicted of felony murder, kidnapping, and other offenses. The underlying felony for the felony murder was **kidnapping**, and the defendant appealed claiming he could not legally kidnap his *own biological child*. Did the Superior Court of Pennsylvania affirm the defendant’s felony murder and kidnapping convictions? Why or why not? The case is available at this link: [http://scholar.google.com/scholar\_case?case=6955582630525573237&q= %22interference+with+the+custody+of+children%22&hl=en&as\_sdt=2,5](http://scholar.google.com/scholar_case?case=6955582630525573237&q=%22interference+with+the+custody+of+children%22&hl=en&as_sdt=2,5).","The Superior Court of Pennsylvania affirmed the defendant’s convictions, holding that the kidnapping statute applied to *any* individual—including a **parent**.",True,['10-10.4' '10-10.4-q3-supp-1']
9-9.3-q1,"Johnnie decides he wants to kill Marcus, the leader of a rival gang. Johnnie knows that Marcus always hangs out in front of the gas station on Friday nights. Johnnie puts his gun in the glove compartment of his car and drives to the gas station on a Friday night. He sees Marcus standing out front. He slowly drives by, takes aim, and shoots Marcus from the car, killing him. Could this be first-degree murder? Explain your answer.","This killing could be first-degree **premeditated murder** or first-degree **murder by a specified means**. The facts indicate a willful, deliberate, premeditated killing. Johnnie evidences a specific intent to kill the leader of a rival gang. He indicates planning by putting his gun in the glove compartment of his car and driving to the gas station on Friday night where he suspects Marcus will be present. He kills Marcus by shooting him in a manner calculated to cause death. In addition, first-degree murder by a specified means frequently includes drive-by shooting as a method of killing.",False,['9-9.3']
9-9.3-q2,"Read *State v. West*, 844 S.W.2d 144 (1992). Did the Supreme Court of Tennessee hold that a defendant’s failure to report a shooting to the police for over an hour and concealment of the murder weapon constitutes sufficient evidence to prove premeditated murder? The case is available at this link: <http://scholar.google.com/scholar_case?case=3481778471457660977&hl=en&as_sdt=2002&as_vis=1>.","The Tennessee Supreme Court held that the defendant’s failure to make a timely police report and concealment of the murder weapon did not prove that the murder was premeditated. The Court stated the following:

  One who has recently killed another person recklessly, passionately, or even negligently may be extremely hesitant to reveal the details of the crime, and yet not be guilty of first-degree murder…One who kills another in a passionate rage may dispose of the weapon when reason returns just as readily as the cool, dispassionate killer.*State v. West*, 844 S.W. 2d 144, 147 (1992), accessed July 30, 2010, <http://scholar.google.com/scholar_case?case=3481778471457660977&hl=en&as_sdt=2002&as_vis=1>.",True,['9-9.3' '9-9.3-q2-supp-1']
9-9.3-q3,"Read *U.S. v. Downs*, 56 F.3d 973 (1995). Identify motive, planning, and preconceived design in this case. The case is available at this link: ftp.resource.org/courts.gov/c/F3/56/56.F3d.973.94-3404.html.","The **motive** was to exact revenge. The defendant and victim had a relationship fraught with abuse, most of it based on the defendant’s desire to control the victim. The **planning** was as follows: the defendant selected the day of the killing with care, made a copy of the key to his son’s house, rented a minivan with tinted windows and altered the interior, sent four letters to his son that he knew the victim, a postal employee, would deliver, packed the murder weapon and supplies in the minivan, called his son’s house to ensure his son had left, arrived early at his son’s house, and prepared the interior for the killing. **Preconceived design** is shown by the following actions: The defendant shot the victim several times with the shotgun he brought to his son’s house. He paused to reload and also to retrieve a handgun from the snow in between shots.",False,['9-9.3']
10-10.3-q1,"Chris punches and slaps Rhianna, his roommate and girlfriend. Could this be considered domestic violence?","Most domestic violence statutes include **individuals residing together**, so this could be domestic violence battery or assault.",False,['10-10.3']
10-10.3-q2,"Read *State v. Holbach*, 2009 ND 37 (2009). In *Holbach*, the defendant appealed a conviction for stalking based on his constitutionally protected right to travel around town and do errands. The defendant was on probation for stalking the victim and subject to conditions of probation, including a stay-away order. However, the victim claimed that she saw the defendant following her around town on many occasions. Did the Supreme Court of North Dakota uphold the defendant’s stalking conviction? Why or why not? The case is available at this link: [http://scholar.google.com/scholar\_case?case=14788412528928431856&q= stalking&hl=en&as\_sdt=2,5&as\_ylo=2009](http://scholar.google.com/scholar_case?case=14788412528928431856&q=stalking&hl=en&as_sdt=2,5&as_ylo=2009).","The Supreme Court of North Dakota upheld the defendant’s conviction, stating that the constitutional right to travel is not absolute and can be restricted to protect a victim from **harm**, as in this case.",True,['10-10.3' '10-10.3-q2-supp-1']
10-10.3-q3,"Read *Burke v. State*, 676 S.E.2d 766 (2009). Why did the Court of Appeals of Georgia reverse the defendant’s conviction for aggravated stalking in this case? The case is available at this link: [http://scholar.google.com/scholar\_case?case=14247986447862424093&q= stalking&hl=en&as\_sdt=2,5&as\_ylo=2009](http://scholar.google.com/scholar_case?case=14247986447862424093&q=stalking&hl=en&as_sdt=2,5&as_ylo=2009).","The Court of Appeals of Georgia reversed the defendant’s conviction because aggravated stalking in Georgia requires a **course of conduct** violating a protective order. In this case, the prosecution only proved that the defendant committed *one act* violating the protective order.",True,['10-10.3' '10-10.3-q3-supp-1']
9-9.4-q1,"Read *People v. Anderson*, 666 N.W.2d 696 (2003). Did the Minnesota Supreme Court uphold a charge of second-degree felony murder when the underlying felonies were possession of a firearm by a convicted felon and possession of a stolen firearm? The case is available at this link: www.lexisone.com/lx1/caselaw/freecaselaw?action=OCLGetCaseDetail&format=FULL&sourceID=bdjhdg&searchTerm= ejhU.Iaea.aadj.ebKG&searchFlag=y&l1loc=FCLOW.","The Minnesota Supreme Court reversed the court of appeal and held that felon in possession of a firearm and possession of a stolen firearm are not felonies *inherently dangerous to life*, so they cannot be predicate felonies for a felony murder conviction. The Court stated the following: “Applying the statute as previously interpreted by us to this record, we conclude that the predicate offenses of felon in possession of a firearm and possession of a stolen firearm are not inherently dangerous. While the *use* of a firearm can pose significant danger to human life, simple possession—standing alone—does not.”*People v. Anderson*, 666 N.W. 2d 696, 700 (2003), accessed July 30, 2010, www.lexisone.com/lx1/caselaw/freecaselaw?action=OCLGetCaseDetail&format= FULL&sourceID=bdjhdg&searchTerm=ejhU.Iaea.aadj.ebKG&searchFlag=y&l1loc=FCLOW.",False,['9-9.4']
9-9.4-q2,"Kurt robs a convenience store at gunpoint. As the cashier hands him money out of the cash register, Kurt hears a siren and runs outside, stuffing the money in his pockets. He sees a dark alley and dashes into it. While he crouches there waiting for the police to leave, a homeless person living in the alley taps him on the shoulder. Startled, Kurt spins around and shoots and kills the homeless person. Is this felony murder? Explain your answer.","Kurt did not commit felony murder in this case because he had reached a place of *temporary safety*, so the felony had ended.",False,['9-9.4']
9-9.4-q3,"Read *Enmund v. Florida*, 458 U.S. 782 (1982). In *Enmund*, the US Supreme Court held that the death penalty is unconstitutional in a felony murder case for one who neither took life, attempted to take life, nor intended to take life. On which part of the Constitution did the Court rely in reaching this holding? The case is available at this link: <http://www.law.cornell.edu/supct/html/historics/USSC_CR_0458_0782_ZO.html>.","The US Supreme Court based its holding on the *Eighth* and *Fourteenth* amendments. Primarily, the Court determined that the death penalty was cruel and unusual punishment under the circumstances.",True,['9-9.4' '9-9.4-q3-supp-1']
10-10.2-q1,"Bob and Rick get into an argument after drinking a few beers. Bob swings at Rick with his fist, but Rick ducks and Bob does not hit Rick. Bob swings again with the other hand, and this time he manages to punch Rick in the stomach. Identify the crimes committed in this situation. If Bob only swings once and misses, which crime(s) have been committed?","In the first scenario where Bob swings once and misses, then swings again and connects, two crimes have been committed: assault and battery. The first swing that misses is an assault. The swing that punches Rick in the stomach is a battery. In the second scenario, where Bob only swings and misses, only an assault has been committed.",False,['10-10.2']
10-10.2-q2,"Read *State v. Higgs*, 601 N.W.2d 653 (1999). What criminal act did the defendant commit that resulted in a conviction for battery? Did the Court of Appeals of Wisconsin uphold the defendant’s conviction? Why or why not? The case is available at this link: [http://scholar.google.com/scholar\_case?case=10727852975973050662&q= State+v.+Higgs+601+N.W.2d+653&hl=en&as\_sdt=2,5](http://scholar.google.com/scholar_case?case=10727852975973050662&q=State+v.+Higgs+601+N.W.2d+653&hl=en&as_sdt=2,5).","The defendant threw a cup of urine in the victim’s face. Although the battery statute in Wisconsin requires **bodily harm**, the court held that the stinging sensation in the victim’s eyes was sufficient and upheld the defendant’s conviction.",True,['10-10.2' '10-10.2-q2-supp-1']
10-10.2-q3,"Read *Commonwealth v. Henson*, 259 N.E.2d 769 (1970). In *Henson*, the defendant fired blanks at a police officer and was convicted of assault with a deadly weapon. The defendant appealed, claiming that he had no present ability to shoot the police officer because the gun was not loaded with bullets. Did the Supreme Judicial Court of Massachusetts uphold the defendant’s conviction? The case is available at this link: <http://scholar.google.com/scholar_case?case=11962310018051202223&hl=en&as_sdt=2002&as_vis=1>.","The Supreme Judicial Court of Massachusetts upheld the defendant’s conviction, reasoning that the defendant’s **apparent ability** to consummate the shooting is what is essential to the crime of assault with a deadly weapon, not the secret fact that the gun is loaded with blanks rather than bullets.",True,['10-10.2' '10-10.2-q3-supp-1']
11-11.1-q1,Recall a scenario in Chapter 1 where Linda and Clara browse an expensive department store’s lingerie department and Linda surreptitiously places a bra in her purse and leaves the store without paying for it. What type of theft did Linda commit in this scenario?,"Linda has committed **larceny** because she **took** personal property belonging to another without consent and with what appears to be the intent to keep it permanently. Shoplifting is typically larceny. A bra is not a high-value item (even in an expensive department store), so Linda’s larceny is probably petty, second-, or third-degree theft under a consolidated theft statute.",False,['11-11.1']
11-11.1-q2,"Ellen goes to the fine jewelry department at Macy’s and asks the clerk if she can see a Rolex watch, valued at ten thousand dollars. The clerk takes the watch out of the case and lays it on the counter. Ellen tells the clerk that her manager is signaling. When the clerk turns around, Ellen puts her hand over the watch and begins to slide it across the counter and *into her open purse*. Before the watch slides off the counter, the clerk turns back around and pins Ellen’s hand to the counter, shouting for a security guard. Has Ellen committed a crime in this scenario? If your answer is yes, which crime?","Ellen has committed **larceny** because she **took** personal property belonging to another without consent and with what appears to be the intent to keep it permanently. When Ellen put her hand over the Rolex watch, she gained **control** of it. When she slid it across the counter, this was sufficient **asportation** of the property because asportation for larceny can generally be any distance—no matter how slight. The Rolex is valued at ten thousand dollars, so Ellen’s larceny is probably grand or first-degree theft under a consolidated theft statute.",False,['11-11.1']
11-11.1-q3,"Read *State v. Larson*, 605 N.W. 2d 706 (2000). In *Larson*, the defendant, the owner of an automobile leasing company, was convicted of theft by temporary taking under a consolidated theft statute for failing to return security deposits to customers pursuant to their automobile lease contracts. The defendant appealed, claiming that the lease deposits were not the “property of another.” Did the Supreme Court of Minnesota uphold the defendant’s conviction? Why or why not? The case is available at this link: [http://scholar.google.com/scholar\_case?case=18374046737925458759&q= embezzlement+%22temporary+taking%22&hl=en&as\_sdt=2,5](http://scholar.google.com/scholar_case?case=18374046737925458759&q=embezzlement+%22temporary+taking%22&hl=en&as_sdt=2,5).","The Minnesota Supreme Court reversed, holding that the lease deposits were held in trust and belonged to the *defendant*, not the lessees. The court also held that the prosecution failed to prove a relationship of **trust** and **confidence** between the defendant and the lessees, which is required in Minnesota for embezzlement theft under the consolidated theft statute.",True,['11-11.1' '11-11.1-q3-supp-1']
11-11.1-q4,"Read *People v. Traster*, 111 Cal. App. 4th 1377 (2003). In *Traster*, the defendant told his employer that it was necessary to purchase computer-licensing agreements, and he was given the employer credit card to purchase them. The defendant thereafter appropriated the money, never purchased the licenses, and quit his job a few days later. The defendant was convicted of theft by false pretenses under a consolidated theft statute. Did the Court of Appeal of California uphold the defendant’s conviction? Why or why not? The case is available at this link: [http://scholar.google.com/scholar\_case?case=14111729725043843748&q= larceny+false+pretenses+possession+ownership&hl=en&as\_sdt=2,5&as\_ylo=2000](http://scholar.google.com/scholar_case?case=14111729725043843748&q=larceny+false+pretenses+possession+ownership&hl=en&as_sdt=2,5&as_ylo=2000).","The Court of Appeal of California modified the defendant’s conviction under a consolidated theft statute. The court held that the defendant actually committed attempted **larceny by trick**, not false pretenses, because he was directed to purchase licensing agreements with the money, which put him in *possession* of it rather than *ownership*.",True,['11-11.1' '11-11.1-q4-supp-1']
11-11.1-q5,"Read *U.S. v. Ingles*, 445 F.3d 830 (2006). In *Ingles*, the defendant was convicted of federal mail fraud when his son’s cabin was burned by arson and his son made a claim for homeowner’s insurance. The evidence indicated that the defendant was involved in the arson. The defendant’s son was **acquitted** of the arson, and only the insurance company, which sent several letters to the defendant’s son, did the acts of mailing. Did the US Court of Appeals for the Fifth Circuit uphold the defendant’s conviction? Why or why not? The case is available at this link: [http://scholar.google.com/scholar\_case?case=6621847677802005327&q= federal+mail+fraud+%22one+letter%22&hl=en&as\_sdt=2,5&as\_ylo=2000](http://scholar.google.com/scholar_case?case=6621847677802005327&q=federal+mail+fraud+%22one+letter%22&hl=en&as_sdt=2,5&as_ylo=2000).","The US Court of Appeals for the Fifth Circuit reversed the defendant’s conviction. The court held that the *defendant* did not have to use the mails or intend that the mails be used by another to be convicted of federal mail fraud. However, because all the mailings involved the defendant’s *son*, who was acquitted of the arson and therefore not involved in a scheme to defraud the insurance company, the defendant’s mail fraud conviction had no basis.",True,['11-11.1' '11-11.1-q5-supp-1']
12-12.1-q1,A city enacts an ordinance that prohibits standing or remaining in a crosswalk for an extended period with a sign. What are three potential constitutional challenges to this ordinance? Can you identify a government interest supporting it?,"The ordinance can be challenged under the **First Amendment**, as **void for vagueness**, and as **overbroad**. A sign is expressive, so a First Amendment challenge is appropriate. The words “extended period” are vague, which can lead to uneven application by law enforcement and a failure to provide notice to the public of what behavior is criminal. Holding a sign such as a school crossing sign is protected activity, so an overbreadth challenge is also in order. The government has an interest in keeping the roadways *safe*, and in preventing dangerous distractions that could occur when drivers try to read signs while approaching a crosswalk.",False,['12-12.1']
12-12.1-q2,"Read *State v. Russell*, 890 A.2d 453 (2006). Why did the Supreme Court of Rhode Island reinstate a complaint against the defendant for disorderly conduct in this case? The case is available at this link: [http://scholar.google.com/scholar\_case?case=15220603438033851670&q= State+v+Russell&hl=en&as\_sdt=2,5](http://scholar.google.com/scholar_case?case=15220603438033851670&q=State+v+Russell&hl=en&as_sdt=2,5).","The Supreme Court of Rhode Island held that the disorderly conduct statute was not vague or overbroad simply because it does not require conduct to occur in **public**, and therefore the defendant’s attack of his spouse in a private residence could be prosecuted as “creating a hazardous condition.”",True,['12-12.1' '12-12.1-q2-supp-1']
12-12.1-q3,"Read *People v. Hoffstead*, 905 N.Y.S.2d 736 (2010). Why did the New York Supreme Court overturn the defendant’s conviction for loitering in this case? The case is available at this link: [http://scholar.google.com/scholar\_case?case=16147172189959232373&q= People+v.+Hoffstead&hl=en&as\_sdt=2,5](http://scholar.google.com/scholar_case?case=16147172189959232373&q=People+v.+Hoffstead&hl=en&as_sdt=2,5).","The Supreme Court of New York held that “begging” is constitutionally protected expression under the First Amendment, and thereafter reversed the defendant’s conviction under New York’s loitering for the purpose of begging statute.",True,['12-12.1' '12-12.1-q3-supp-1']
11-11.2-q1,"Review the example given in Section 11 with Jeremy and Chuck. In this example, Chuck shows Jeremy a video he made of Jeremy reading a magazine instead of tuning up Chuck’s taxi. Chuck thereafter threatens to show this video to the district attorney if Jeremy does not pay him two hundred dollars. Has Chuck committed a crime in this scenario? If your answer is yes, which crime?","Chuck has committed the crime of **attempted extortion**. Although Chuck threatened to expose Jeremy’s crime of false pretenses with the intent to force Jeremy to pay him two hundred dollars, Jeremy did *not pay* Chuck. Thus the **harm** element of extortion is lacking, and Chuck’s conduct is only attempted extortion.",False,['11-11.2']
11-11.2-q2,"Read *State v. Robertson*, 531 S. E. 2d 490 (2000). In *Robertson*, the Court of Appeals of North Carolina reversed the defendant’s conviction for robbery of the victim’s purse. What was the basis of the court’s reversal of conviction? The case is available at this link: [http://scholar.google.com/scholar\_case?case=10266690205116389671&q= robbery+%22purse+snatching%22&hl=en&as\_sdt=2,5&as\_ylo=2000](http://scholar.google.com/scholar_case?case=10266690205116389671&q=robbery+%22purse+snatching%22&hl=en&as_sdt=2,5&as_ylo=2000).","The Court of Appeals of North Carolina reversed the defendant’s robbery conviction because he *snatched* the purse, using only the force required to take it from the victim’s possession. Thus the crime was most likely **larceny** rather than **robbery**.",True,['11-11.2' '11-11.2-q2-supp-1']
11-11.2-q3,"Read *People v. Pratt*, 656 N.W.2d 866 (2002). In *Pratt*, the defendant was convicted of receiving stolen property for taking and concealing his girlfriend’s vehicle. The defendant appealed, claiming that there was no evidence to indicate that he intended to permanently deprive his girlfriend of the vehicle, and thus it was not “**stolen**.” Did the Court of Appeals of Michigan uphold the defendant’s conviction? Why or why not? The case is available at this link: [http://scholar.google.com/scholar\_case?case=9260508991670862336&q= actual+knowledge+%22receiving+stolen+property%22&hl=en&as\_sdt=2,5&as\_ylo=2000](http://scholar.google.com/scholar_case?case=9260508991670862336&q=actual+knowledge+%22receiving+stolen+property%22&hl=en&as_sdt=2,5&as_ylo=2000).","The Court of Appeals of Michigan upheld the defendant’s conviction. Although the court conceded that a theft by larceny requires the intent to *permanently* deprive the owner of personal property, the court held that the term “stolen” in the receiving stolen property statute encompasses more than larceny theft, and thus it includes *any taking* of personal property without permission of the owner.",True,['11-11.2' '11-11.2-q3-supp-1']
13-13.2-q1,"Joshua shoots and kills Khalid in front of the Pakistani Embassy in Washington, DC. Is this an act of domestic terrorism? Why or why not?","Whether or not this is an act of terrorism requires more information. Although the killing takes place in front of the Pakistani Embassy within the territory of the United States, this evidence is not enough to prove that Joshua intended his conduct to influence a civilian population or government by intimidation or to affect the government’s conduct by assassination. The location of the shooting could be a pure coincidence, and Joshua could have a nonterroristic motive for the killing, such as a *personal* hatred or **malice** toward Khalid.",False,['13-13.2']
13-13.2-q2,"Read *Humanitarian Law Project v. Reno*, 205 F.3d 1130 (2000). Did the US Court of Appeals for the Ninth Circuit uphold 18 U.S.C. § 2339, which prohibits providing material support to terrorists? What were the constitutional challenges to this federal statute? The case is available at this link: [http://scholar.google.com/scholar\_case?case=6926778734800618484&q= convicted+%222339%22&hl=en&as\_sdt=2,5&as\_ylo=2000](http://scholar.google.com/scholar_case?case=6926778734800618484&q=convicted+%222339%22&hl=en&as_sdt=2,5&as_ylo=2000).","The US Court of Appeals for the Ninth Circuit upheld the statute, which was in place before September 11, 2001, and under AEDPA prohibited domestic material support to terrorists and terroristic organizations. The court held that the statute was not an unconstitutional prohibition on the right of free association or expression under the First Amendment, nor did it violate federal due process under the Fifth Amendment by granting the secretary of state unfettered and unreviewable authority to designate organizations as terroristic. However, the court affirmed the US District Court’s decision that portions of the statute defining “personnel” and “training” were **unconstitutionally vague**.",True,['13-13.2' '13-13.2-q2-supp-1']
13-13.2-q3,"Read *Humanitarian Law Project v. U.S. Department of Justice*, 352 F.3d 382 (2003). In this case, the same federal statute was analyzed (18 U.S.C. § 2339) as in [*Humanitarian Law Project v. Reno*](http://scholar.google.com/scholar_case?case=6926778734800618484&q=convicted+%222339%22&hl=en&as_sdt=2,5&as_ylo=2000), in Exercise 2. Did the US Court of Appeals for the Ninth Circuit uphold the statute in the face of a Fifth Amendment challenge that the statute deprived the defendants of due process of law? Why or why not? The case is available at this link: [http://scholar.google.com/scholar\_case?case=2048259608876560530&q= convicted+%222339%22&hl=en&as\_sdt=2,5&as\_ylo=2000](http://scholar.google.com/scholar_case?case=2048259608876560530&q=convicted+%222339%22&hl=en&as_sdt=2,5&as_ylo=2000).",The US Court of Appeals for the Ninth Circuit upheld the statute against a Fifth Amendment due process challenge by construing the statute to require proof that the defendant act with the general intent or knowledge of the terrorist organization’s designation or of the unlawful activities that caused it to be so designated.,True,['13-13.2' '13-13.2-q3-supp-1' '13-13.2-q3-supp-2']
11-11.3-q1,Why is burglary of a **dwelling** at **nighttime** generally graded higher than other burglaries?,"Burglary of a **dwelling** is graded higher than burglary of a structure or vehicle because it is likely that the owners of a dwelling might be inside and might employ protective actions that could lead to *injury* or *death*. Burglary at **nighttime** enhances the probability that the dwelling owners will be home and makes it more difficult to identify the defendant. This could also enhance the probability of injury or death and reduce the chances of conviction, which does not serve **deterrence**.",False,['11-11.3']
11-11.3-q2,"Read *Butler v. Florida*, No. 1D08-0958 (Fla: Dist. Court of Appeals, 2009). In *Butler*, the defendant appealed his convictions for trespass and criminal mischief, based on the trial court’s failure to instruct the jury on the defense of **necessity**. The defendant claimed he broke into a residence because he was being chased and feared for his safety. Did the Court of Appeal of Florida reverse the defendant’s convictions? Why or why not? The case is available at this link: [http://scholar.google.com/scholar\_case?case=1710354491441564352&q= burglary+%22necessity+defense%22&hl=en&as\_sdt=2,5&as\_ylo=2000](http://scholar.google.com/scholar_case?case=1710354491441564352&q=burglary+%22necessity+defense%22&hl=en&as_sdt=2,5&as_ylo=2000).","The Court of Appeal of Florida held that the evidence was *insufficient* to warrant the **necessity** jury instruction. Although a neighbor to the burglarized residence testified that the defendant rang her doorbell and asked to come in while looking around in a scared manner, and a guest at a party testified that the defendant was slapped by an individual claiming the defendant owed him money, the court held that this evidence did not establish the defendant’s reasonable belief that he was at risk for immediate serious bodily injury.",True,['11-11.3' '11-11.3-q2-supp-1']
11-11.3-q3,"Read *In the Matter of V.V.C.*, No. 04-07-00166 CV (Tex.: Court of Appeals, 2008). In *V.V.C.*, the Court of Appeals of Texas dismissed a minor’s adjudication for arson when he started a fire in the boy’s restroom of a middle school. What was the basis for the court’s dismissal? The case is available at this link: [http://scholar.google.com/scholar\_case?case=1784800980619654964&q= arson+%22smoke+damage%22&hl=en&as\_sdt=2,5&as\_ylo=2000](http://scholar.google.com/scholar_case?case=1784800980619654964&q=arson+%22smoke+damage%22&hl=en&as_sdt=2,5&as_ylo=2000).","The Court of Appeals of Texas dismissed the minor’s judgment of adjudication because the middle school was not located in “the incorporated city limits,” as was alleged in the State’s petition for adjudication.",True,['11-11.3' '11-11.3-q3-supp-1']
10-10.1-q1,"Jorge and Christina have consensual sexual intercourse. Could this consensual sexual intercourse be criminal? Which crime(s), if any, could exist in this fact pattern?","The sexual intercourse could be **rape** or **statutory rape** if either Jorge or Christina (or both) are incapable of rendering legal consent because they are below the age of consent, have mental or intellectual disabilities, or are intoxicated. If Jorge and Christina are incapable of marrying because of a family relationship, their sexual intercourse could be **incest**.",False,['10-10.1']
10-10.1-q2,"Read *Toomer v. State*, 529 SE 2d 719 (2000). In *Toomer*, the defendant was convicted of rape after having sexual intercourse with his daughter, who was under the age of fourteen. The jury instruction did not include any requirement for the defendant’s use of force or victim resistance. The defendant appealed and claimed that the prosecution should have proven he used force and the victim’s resistance because the charge was **rape**, not **statutory rape**. Did the Supreme Court of South Carolina uphold the defendant’s conviction? Why or why not? The case is available at this link: [http://scholar.google.com/scholar\_case?case=3593808516097562509&q= Toomer+v.+State&hl=en&as\_sdt=2,5](http://scholar.google.com/scholar_case?case=3593808516097562509&q=Toomer+v.+State&hl=en&as_sdt=2,5).",The South Carolina Supreme Court upheld the defendant’s conviction on the grounds that force and victim resistance are *not required* when a victim is under the age of legal consent. The court specifically stated that the victim’s inability to legally consent vitiates the need to prove the defendant’s use of force for rape.,True,['10-10.1' '10-10.1-q2-supp-1']
10-10.1-q3,"Read *Fleming v. State*, 323 SW 3d 540 (2010). In *Fleming*, the defendant appealed his conviction for aggravated sexual assault of a child under fourteen because he was not allowed to present a mistake of age defense. The defendant claimed that the requirement of strict liability intent as to the age of the victim deprived him of **due process of law**. Did the Court of Appeals of Texas agree with the defendant? The case is available at this link: [http://scholar.google.com/scholar\_case?case=12908572719333538188&q= %22Scott+v.+State+36+SW+3d+240%22&hl=en&as\_sdt=2,5](http://scholar.google.com/scholar_case?case=12908572719333538188&q=%22Scott+v.+State+36+SW+3d+240%22&hl=en&as_sdt=2,5).","The Court of Appeals of Texas held that state legislatures have broad powers to define crimes and criminal intent requirements, including the power to *eliminate* a culpable mental state. Thus the court upheld the defendant’s conviction and did not strike the strict liability aggravated sexual assault statute. The court reviewed significant state and federal precedent to determine that the majority of states disallow the mistake of age defense, and that this does not violate federal or Texas state **due process** because it is supported by the legitimate government interest of protecting children.",True,['10-10.1' '10-10.1-q3-supp-1']
12-12.3-q1,"Anita lives in a state that permits the possession and use of marijuana for medical reasons. Anita obtains some marijuana and uses it to treat her medical condition, carefully following her state’s statutory requirements. Has Anita committed a crime(s)?","Anita has committed the federal crimes of **possession** and **use** of marijuana. Although Anita’s state has legalized marijuana for medical use, and Anita complied with her state’s statutory requirements, the Federal Controlled Substances Act criminalizes the possession and use of marijuana, and there is no federal medical necessity exemption.",False,['12-12.3']
